Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
29311915,11/17/14 11:18,11/17/14 11:42,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10021,,,,,EAST   72 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/17/14 19:18,The Police Department responded to the complaint and determined that police action was not necessary.,11/17/14 11:42,08 MANHATTAN,MANHATTAN,995784,219375,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76880256,-73.95836021,"(40.76880255648968, -73.95836020754898)"
29314003,11/17/14 12:17,11/17/14 12:26,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,EAST   37 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/17/14 20:17,The Police Department responded to the complaint and determined that police action was not necessary.,11/17/14 12:26,06 MANHATTAN,MANHATTAN,991317,211314,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74668187,-73.97449534,"(40.74668187091447, -73.97449534442578)"
29314982,11/18/14 15:33,11/18/14 20:26,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10035,2005 MADISON AVENUE,MADISON AVENUE,EAST 127 STREET,EAST 128 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/14 23:33,The Police Department responded to the complaint and determined that police action was not necessary.,11/18/14 20:25,11 MANHATTAN,MANHATTAN,1001017,233434,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80738236,-73.93943306,"(40.807382358293786, -73.93943305780009)"
29316628,11/18/14 8:16,11/18/14 9:02,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10009,,,,,,,,NEW YORK,,Precinct,Closed,11/18/14 16:16,The Police Department responded to the complaint and determined that police action was not necessary.,11/18/14 9:02,06 MANHATTAN,MANHATTAN,991383,206195,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Southbound/Downtown,Roadway,East 20th St / East 23rd St (Exit 7) - East 15th St (Exit 6),,,,40.73263143,-73.97426258,"(40.73263143456911, -73.97426257986984)"
29316637,11/18/14 20:48,11/18/14 21:03,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,10007,,,,,CHAMBERS STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/19/14 4:48,The Police Department responded to the complaint and took action to fix the condition.,11/18/14 21:03,01 MANHATTAN,MANHATTAN,982501,199466,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71416466,-74.00630903,"(40.71416466233701, -74.0063090250317)"
29317226,11/18/14 17:07,11/18/14 21:07,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,10023,,,,,WEST   66 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/19/14 1:07,The Police Department responded and upon arrival those responsible for the condition were gone.,11/18/14 21:07,07 MANHATTAN,MANHATTAN,988567,221561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77480903,-73.98441346,"(40.77480902588772, -73.98441345655955)"
29317382,11/18/14 18:11,11/18/14 18:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10004,,,,,WEST STREET,BATTERY PLACE,INTERSECTION,NEW YORK,,Precinct,Closed,11/19/14 2:11,The Police Department responded to the complaint and took action to fix the condition.,11/18/14 18:38,01 MANHATTAN,MANHATTAN,979624,196054,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70479849,-74.01668465,"(40.70479849480593, -74.01668464800518)"
29324727,11/19/14 23:01,11/20/14 1:31,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10017,,,,,EAST   49 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/20/14 7:01,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/20/14 1:31,05 MANHATTAN,MANHATTAN,991780,214662,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7558709,-73.97282064,"(40.7558709018793, -73.9728206381604)"
29327389,11/19/14 17:26,11/19/14 18:55,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,,,,,WEST   36 STREET,9 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/20/14 1:26,The Police Department responded to the complaint and determined that police action was not necessary.,11/19/14 18:55,04 MANHATTAN,MANHATTAN,985537,214230,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75468828,-73.99535469,"(40.754688284507495, -73.9953546856412)"
29327419,11/19/14 17:32,11/19/14 19:08,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10036,,,,,WEST   42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/20/14 1:32,The Police Department responded to the complaint and determined that police action was not necessary.,11/19/14 19:08,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75842923,-73.99263277,"(40.75842923013922, -73.99263277459292)"
29328696,11/19/14 21:13,11/19/14 21:37,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10017,,,,,EAST   49 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/20/14 5:13,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/19/14 21:37,05 MANHATTAN,MANHATTAN,991780,214662,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7558709,-73.97282064,"(40.7558709018793, -73.9728206381604)"
29330007,11/19/14 12:09,11/19/14 15:18,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10021,,,,,,,,NEW YORK,,Precinct,Closed,11/19/14 20:09,The Police Department responded to the complaint and took action to fix the condition.,11/19/14 15:18,08 MANHATTAN,MANHATTAN,997922,218678,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Southbound/Downtown,Ramp,East 71st St (Exit 13),,,,40.76688642,-73.95064307,"(40.76688642460806, -73.95064306641594)"
29332733,11/19/14 14:57,11/19/14 18:49,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,6 AVENUE,WEST   44 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/19/14 22:57,The Police Department responded to the complaint and took action to fix the condition.,11/19/14 18:49,05 MANHATTAN,MANHATTAN,988913,214759,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75613912,-73.98316894,"(40.75613911897527, -73.98316894112523)"
29335433,11/20/14 17:32,11/20/14 18:54,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,PARK AVENUE,EAST   36 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/21/14 1:32,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/20/14 18:54,06 MANHATTAN,MANHATTAN,989680,211927,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74836556,-73.98040275,"(40.74836555849706, -73.98040274811255)"
29337453,11/20/14 15:50,11/20/14 16:59,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,EAST 39 STREET,EAST 39 STREET,LEXINGTON AVENUE,3 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/20/14 23:50,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/20/14 16:59,06 MANHATTAN,MANHATTAN,990723,212231,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74919926,-73.9766382,"(40.74919925993817, -73.97663819531617)"
29338515,11/20/14 12:04,11/20/14 16:03,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10010,12 WEST 21 STREET,WEST 21 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,11/20/14 20:04,The Police Department responded and upon arrival those responsible for the condition were gone.,11/20/14 16:03,05 MANHATTAN,MANHATTAN,986678,209082,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74055808,-73.9912382,"(40.74055807905432, -73.99123820414728)"
29341680,11/20/14 13:26,11/20/14 15:24,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10001,,,,,WEST   29 STREET,11 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/20/14 21:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/20/14 15:24,04 MANHATTAN,MANHATTAN,983066,213485,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75264346,-74.00427341,"(40.75264346296054, -74.00427341365126)"
29346921,11/21/14 12:26,11/21/14 14:41,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10024,,,,,WEST   79 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/21/14 20:26,The Police Department responded to the complaint and determined that police action was not necessary.,11/21/14 14:41,07 MANHATTAN,MANHATTAN,989466,225039,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78435473,-73.98116491,"(40.78435473152669, -73.98116491397248)"
29350197,11/21/14 18:00,11/21/14 18:16,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   43 STREET,6 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/22/14 2:00,The Police Department responded to the complaint and took action to fix the condition.,11/21/14 18:16,05 MANHATTAN,MANHATTAN,988787,214532,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75551613,-73.98362389,"(40.75551612733907, -73.98362389022031)"
29351043,11/21/14 8:00,11/21/14 9:09,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10022,252 EAST 57 STREET,EAST 57 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/21/14 16:00,The Police Department responded to the complaint and determined that police action was not necessary.,11/21/14 9:09,06 MANHATTAN,MANHATTAN,993581,216069,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75973104,-73.96631802,"(40.75973104001245, -73.96631801790978)"
29351179,11/21/14 10:09,11/21/14 15:04,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10075,,,,,EAST   79 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/21/14 18:09,The Police Department responded to the complaint and took action to fix the condition.,11/21/14 15:04,08 MANHATTAN,MANHATTAN,995187,221866,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77564046,-73.96051143,"(40.775640458711536, -73.96051142948765)"
29355674,11/22/14 11:53,11/22/14 13:16,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,,,,,WEST   42 STREET,DYER AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/22/14 19:53,The Police Department responded to the complaint and determined that police action was not necessary.,11/22/14 13:16,04 MANHATTAN,MANHATTAN,985930,215793,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75897825,-73.9939358,"(40.75897825494627, -73.99393579583666)"
29358917,11/23/14 19:13,11/23/14 22:51,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10128,,,,,,,,NEW YORK,,Precinct,Closed,11/24/14 3:13,The Police Department responded and upon arrival those responsible for the condition were gone.,11/23/14 22:51,08 MANHATTAN,MANHATTAN,999747,223881,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Ramp,East 96th St (Exit 14),,,,40.78116428,-73.94404268,"(40.78116428256034, -73.94404268404402)"
29362214,11/24/14 8:35,11/24/14 9:47,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10075,,,,,EAST   79 STREET,FDR DRIVE,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/14 16:35,The Police Department responded to the complaint and took action to fix the condition.,11/24/14 9:47,08 MANHATTAN,MANHATTAN,998711,219904,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77025022,-73.94779208,"(40.77025022010101, -73.947792080714)"
29364093,11/24/14 15:32,11/24/14 22:52,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10128,EAST 89 STREET,EAST 89 STREET,3 AVENUE,2 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/24/14 23:32,The Police Department responded and upon arrival those responsible for the condition were gone.,11/24/14 22:52,08 MANHATTAN,MANHATTAN,997694,223558,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78028109,-73.9514564,"(40.78028109441126, -73.95145640027908)"
29365863,11/24/14 8:23,11/24/14 9:04,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10014,,,,,WEST   12 STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/14 16:23,The Police Department responded to the complaint and took action to fix the condition.,11/24/14 9:04,02 MANHATTAN,MANHATTAN,981501,207992,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73756621,-74.00991973,"(40.73756620550907, -74.00991972622344)"
29365864,11/24/14 8:11,11/24/14 9:04,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10014,,,,,WEST SIDE HIGHWAY,BETHUNE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/14 16:11,The Police Department responded to the complaint and took action to fix the condition.,11/24/14 9:04,02 MANHATTAN,MANHATTAN,981492,207774,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73696785,-74.00995211,"(40.736967846638315, -74.00995211321828)"
29366951,11/24/14 9:59,11/24/14 12:22,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,,,,,WEST   36 STREET,8 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/14 17:59,The Police Department responded to the complaint and took action to fix the condition.,11/24/14 12:22,04 MANHATTAN,MANHATTAN,986320,213788,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75347496,-73.99252865,"(40.753474958112434, -73.99252865144963)"
29369459,11/25/14 21:45,11/25/14 22:43,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10010,,,,,,,,NEW YORK,,Precinct,Closed,11/26/14 5:45,The Police Department responded to the complaint and took action to fix the condition.,11/25/14 22:43,06 MANHATTAN,MANHATTAN,991843,209229,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Roadway,East 34th St (Exit 8) - East 42nd St (Exit 9),,,,40.74095863,-73.97259938,"(40.74095863124333, -73.97259937526923)"
29371118,11/25/14 11:35,11/25/14 15:22,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10038,,,,,PEARL STREET,FRANKFORT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/14 19:35,The Police Department responded and upon arrival those responsible for the condition were gone.,11/25/14 15:22,01 MANHATTAN,MANHATTAN,983788,197775,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70952343,-74.00166642,"(40.70952343044316, -74.00166641887616)"
29371193,11/25/14 6:48,11/25/14 10:01,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10002,,,,,DELANCY STREET,ALAN STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/14 14:48,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/25/14 10:01,03 MANHATTAN,MANHATTAN,986921,201302,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71920381,-73.99036439,"(40.71920381197606, -73.990364391092)"
29371194,11/25/14 12:59,11/25/14 15:48,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10022,,,,,LEXINGTON AVENUE,EAST   59 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/14 20:59,The Police Department responded and upon arrival those responsible for the condition were gone.,11/25/14 15:48,08 MANHATTAN,MANHATTAN,993063,216978,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76222654,-73.96818664,"(40.76222654302536, -73.96818664354069)"
29372786,11/25/14 10:32,11/25/14 15:49,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   68 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/14 18:32,The Police Department responded and upon arrival those responsible for the condition were gone.,11/25/14 15:49,08 MANHATTAN,MANHATTAN,994646,218785,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76718457,-73.9624695,"(40.76718457129881, -73.96246950211095)"
29373573,11/25/14 16:12,11/25/14 22:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10128,MADISON AVENUE,MADISON AVENUE,EAST 93 STREET,EAST 94 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/26/14 0:12,This complaint does not fall under the Police Department's jurisdiction.,11/25/14 22:00,08 MANHATTAN,MANHATTAN,996616,225499,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7856102,-73.95534527,"(40.78561019684817, -73.95534526955957)"
29373574,11/25/14 20:05,11/25/14 21:26,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/14 4:05,The Police Department responded to the complaint and took action to fix the condition.,11/25/14 21:26,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
29373591,11/25/14 9:29,11/25/14 15:49,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10021,,,,,EAST   71 STREET,FDR DRIVE,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/14 17:29,The Police Department responded and upon arrival those responsible for the condition were gone.,11/25/14 15:49,08 MANHATTAN,MANHATTAN,997511,218090,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76527314,-73.95212797,"(40.76527314307152, -73.9521279666576)"
29374477,11/25/14 17:57,11/25/14 18:29,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,MERCER STREET,GRAND STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/14 1:57,The Police Department responded to the complaint and took action to fix the condition.,11/25/14 18:29,02 MANHATTAN,MANHATTAN,983849,202048,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7212518,-74.00144665,"(40.721251796342905, -74.00144664840818)"
29374534,11/25/14 21:37,11/25/14 22:11,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10017,140 EAST 46 STREET,EAST 46 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/26/14 5:37,The Police Department responded to the complaint and took action to fix the condition.,11/25/14 22:11,06 MANHATTAN,MANHATTAN,991533,213901,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75378236,-73.973713,"(40.75378235734571, -73.97371300321495)"
29377573,11/26/14 10:57,11/26/14 12:50,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10023,,,,,WEST   66 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/14 18:57,The Police Department responded to the complaint and took action to fix the condition.,11/26/14 12:50,07 MANHATTAN,MANHATTAN,989173,221221,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7738755,-73.98222574,"(40.77387549830657, -73.98222574060378)"
29380006,11/26/14 14:44,11/27/14 2:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10033,,,,,WEST  181 STREET,FORT WASHINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/14 22:44,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/14 2:00,12 MANHATTAN,MANHATTAN,1001324,249292,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85090743,-73.93828373,"(40.850907431491954, -73.93828373230163)"
29382241,11/27/14 14:23,11/27/14 14:44,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,GREENWICH STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/14 22:23,The Police Department responded to the complaint and took action to fix the condition.,11/27/14 14:44,01 MANHATTAN,MANHATTAN,981667,203305,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72470159,-74.00931892,"(40.72470158914418, -74.00931891839564)"
29382742,11/27/14 15:51,11/27/14 16:42,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10014,,,,,WEST STREET,SPRING STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/14 23:51,This complaint does not fall under the Police Department's jurisdiction.,11/27/14 16:42,02 MANHATTAN,MANHATTAN,981211,203842,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72617538,-74.01096431,"(40.72617537879191, -74.01096431255637)"
29383344,11/27/14 15:32,11/27/14 15:39,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,BROOME STREET,LAFAYETTE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/14 23:32,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/14 15:39,02 MANHATTAN,MANHATTAN,984750,201979,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7210624,-73.9981962,"(40.72106240295166, -73.99819620411822)"
29383403,11/27/14 16:27,11/27/14 17:02,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,BROOME STREET,CENTER STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/28/14 0:27,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/14 17:02,02 MANHATTAN,MANHATTAN,984900,201896,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72083458,-73.99765507,"(40.72083457822425, -73.99765507336949)"
29383807,11/27/14 14:39,11/27/14 15:10,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/14 22:39,The Police Department responded to the complaint and took action to fix the condition.,11/27/14 15:10,01 MANHATTAN,MANHATTAN,980994,202439,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72232441,-74.01174654,"(40.7223244067798, -74.01174654124661)"
