ï»¿Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34848243,11/23/16 11:02,11/23/16 15:25,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10025,,,,,WEST END AVENUE,WEST   99 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/16 19:02,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/23/16 15:25,07 MANHATTAN,MANHATTAN,992058,229716,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79718993,-73.97179971,"(40.79718992758733, -73.97179971082002)"
34848246,11/23/16 16:17,11/23/16 16:40,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUBERT STREET,HUDSON STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 0:17,This complaint does not fall under the Police Department's jurisdiction.,11/23/16 16:40,01 MANHATTAN,MANHATTAN,981937,202074,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72132287,-74.00834439,"(40.721322866775374, -74.00834439237221)"
34849210,11/23/16 12:03,11/23/16 16:06,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10027,,,,,WEST  127 STREET,ADAM CLAYTON POWELL BOULEVARD,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/16 20:03,The Police Department responded to the complaint and took action to fix the condition.,11/23/16 16:06,10 MANHATTAN,MANHATTAN,998819,234487,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81027645,-73.94737054,"(40.81027644905303, -73.94737054134116)"
34850179,11/23/16 15:54,11/23/16 16:39,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/16 23:54,This complaint does not fall under the Police Department's jurisdiction.,11/23/16 16:39,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664,-74.00811727,"(40.72262664325238, -74.00811727199724)"
34853050,11/23/16 12:29,11/23/16 15:10,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10010,WEST 22 STREET,WEST 22 STREET,5 AVENUE,6 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/23/16 20:29,The Police Department responded to the complaint and determined that police action was not necessary.,11/23/16 15:10,05 MANHATTAN,MANHATTAN,986555,209445,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74155446,-73.99168194,"(40.74155445663715, -73.99168194338382)"
34854898,11/23/16 15:15,11/23/16 16:40,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10014,,,,,CHARLTON STREET,VARICK STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/16 23:15,This complaint does not fall under the Police Department's jurisdiction.,11/23/16 16:40,02 MANHATTAN,MANHATTAN,982713,204199,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72715565,-74.00554538,"(40.72715564541046, -74.00554537553745)"
34854899,11/23/16 17:18,11/23/16 20:49,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,,,,,KENMARE STREET,CLEVELAND PLACE,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 1:18,The Police Department responded to the complaint and took action to fix the condition.,11/23/16 20:49,02 MANHATTAN,MANHATTAN,984971,202120,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7214494,-73.99739891,"(40.7214493986705, -73.99739891123454)"
34856196,11/24/16 13:43,11/24/16 16:06,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,BROOME STREET,WOOSTER STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:43,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:06,02 MANHATTAN,MANHATTAN,983648,202659,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72292883,-74.00217183,"(40.72292883229737, -74.00217183106368)"
34857337,11/24/16 13:58,11/24/16 16:07,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,6 AVENUE,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:58,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:07,01 MANHATTAN,MANHATTAN,982778,202257,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72182534,-74.00531044,"(40.7218253375007, -74.00531043586997)"
34855652,11/24/16 15:47,11/24/16 18:59,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,,,,,BROADWAY,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:47,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 18:59,02 MANHATTAN,MANHATTAN,984291,202245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72179252,-73.99985209,"(40.72179252277204, -73.9998520871173)"
34855653,11/24/16 15:32,11/24/16 16:08,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,HUBERT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:32,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:08,01 MANHATTAN,MANHATTAN,981937,202074,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72132287,-74.00834439,"(40.721322866775374, -74.00834439237221)"
34856124,11/24/16 16:12,11/24/16 18:59,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,BROADWAY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/16 0:12,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 18:59,01 MANHATTAN,MANHATTAN,983728,201372,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71939633,-74.00188312,"(40.71939633294734, -74.00188311582531)"
34856191,11/24/16 13:03,11/24/16 16:02,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WASHINGTON STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:03,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:02,02 MANHATTAN,MANHATTAN,981463,203503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72524499,-74.01005499,"(40.72524498916125, -74.01005498929563)"
34856202,11/24/16 12:44,11/24/16 16:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 20:44,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:00,02 MANHATTAN,MANHATTAN,982057,202940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72369986,-74.00791176,"(40.72369985791985, -74.00791176184632)"
34856203,11/24/16 15:18,11/24/16 16:07,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,HUBERT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:18,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:07,01 MANHATTAN,MANHATTAN,981937,202074,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72132287,-74.00834439,"(40.721322866775374, -74.00834439237221)"
34856204,11/24/16 14:45,11/24/16 16:07,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:45,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:07,01 MANHATTAN,MANHATTAN,981968,202309,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72196789,-74.00823264,"(40.72196789307364, -74.00823263626842)"
34856226,11/24/16 15:15,11/24/16 19:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10002,,,,,BOWERY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:15,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 19:00,03 MANHATTAN,MANHATTAN,985412,200370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71664602,-73.99580826,"(40.716646022670375, -73.99580825613853)"
34856227,11/24/16 15:29,11/24/16 16:08,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:29,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:08,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664,-74.00811727,"(40.72262664325238, -74.00811727199724)"
34856658,11/24/16 15:01,11/24/16 16:04,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:01,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:04,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
34856731,11/24/16 16:13,11/24/16 18:59,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/16 0:13,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 18:59,01 MANHATTAN,MANHATTAN,983728,201372,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71939633,-74.00188312,"(40.71939633294734, -74.00188311582531)"
34856734,11/24/16 15:38,11/24/16 16:08,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,6 AVENUE,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:38,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:08,02 MANHATTAN,MANHATTAN,982611,202413,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72225349,-74.00591295,"(40.722253490440224, -74.00591294857915)"
34856735,11/24/16 14:59,11/24/16 19:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,LAFAYETTE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:59,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 19:00,01 MANHATTAN,MANHATTAN,984103,201020,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71843019,-74.0005303,"(40.71843019177559, -74.00053029504515)"
34857197,11/24/16 13:37,11/24/16 16:06,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:37,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:06,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
34857198,11/24/16 14:46,11/24/16 16:03,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:46,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:03,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
34857330,11/24/16 14:00,11/24/16 16:03,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:00,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:03,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664,-74.00811727,"(40.72262664325238, -74.00811727199724)"
34857343,11/24/16 13:57,11/24/16 16:03,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10004,,,,,,,,NEW YORK,,Precinct,Closed,11/24/16 21:57,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:03,01 MANHATTAN,MANHATTAN,981313,194938,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Roadway,Battery Park Underpass - South St (Exit 1),,,,40.70173606,-74.01059243,"(40.7017360587002, -74.0105924254152)"
34857381,11/24/16 14:59,11/24/16 19:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,,,,,BROADWAY,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:59,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 19:00,02 MANHATTAN,MANHATTAN,984291,202245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72179252,-73.99985209,"(40.72179252277204, -73.9998520871173)"
34857751,11/24/16 15:17,11/24/16 19:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,MULBERRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:17,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 19:00,03 MANHATTAN,MANHATTAN,984641,200535,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71709898,-73.99858952,"(40.71709897578499, -73.99858951550117)"
34857761,11/24/16 15:12,11/24/16 16:04,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:12,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:04,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664,-74.00811727,"(40.72262664325238, -74.00811727199724)"
34857762,11/24/16 14:33,11/24/16 15:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:33,The Police Department responded to the complaint and took action to fix the condition.,11/24/16 15:00,01 MANHATTAN,MANHATTAN,983728,201372,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71939633,-74.00188312,"(40.71939633294734, -74.00188311582531)"
34857765,11/24/16 13:16,11/24/16 16:02,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:16,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:02,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
34857882,11/24/16 15:18,11/24/16 16:08,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:18,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:08,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664,-74.00811727,"(40.72262664325238, -74.00811727199724)"
34857883,11/24/16 13:00,11/24/16 16:02,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:00,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:02,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
34857885,11/24/16 14:15,11/24/16 15:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,MULBERRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:15,The Police Department responded to the complaint and took action to fix the condition.,11/24/16 15:00,03 MANHATTAN,MANHATTAN,984641,200535,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71709898,-73.99858952,"(40.71709897578499, -73.99858951550117)"
34858329,11/24/16 14:59,11/24/16 16:04,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:59,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:04,01 MANHATTAN,MANHATTAN,981968,202309,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72196789,-74.00823264,"(40.72196789307364, -74.00823263626842)"
34858460,11/24/16 14:08,11/24/16 17:57,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,11 AVENUE,WEST   43 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 22:08,The Police Department responded to the complaint and took action to fix the condition.,11/24/16 17:57,04 MANHATTAN,MANHATTAN,984854,216712,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76150081,-73.99781969,"(40.76150081329756, -73.99781969164724)"
34858473,11/24/16 15:55,11/24/16 16:40,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,GREENE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:55,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:40,02 MANHATTAN,MANHATTAN,983346,201729,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72037618,-74.00326123,"(40.720376181179745, -74.00326122937571)"
34858494,11/24/16 15:50,11/24/16 16:09,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:50,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:09,02 MANHATTAN,MANHATTAN,982057,202940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72369986,-74.00791176,"(40.72369985791985, -74.00791176184632)"
34859052,11/24/16 11:50,11/24/16 14:32,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,WEST 41 STREET,WEST 41 STREET,11 AVENUE,12 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/24/16 19:50,The Police Department responded to the complaint and determined that police action was not necessary.,11/24/16 14:32,04 MANHATTAN,MANHATTAN,984192,216438,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76074877,-74.00020936,"(40.7607487740894, -74.00020936499443)"
34859078,11/24/16 15:16,11/24/16 16:07,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST BROADWAY,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:16,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:07,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72330759,-74.00297997,"(40.7233075908167, -74.00297997118642)"
34859082,11/24/16 13:53,11/24/16 16:06,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,HUDSON STREET,HUDSON STREET,HUBERT STREET,LAIGHT STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/24/16 21:53,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:06,01 MANHATTAN,MANHATTAN,981952,202190,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72164126,-74.00829032,"(40.72164126267743, -74.00829031789023)"
34859128,11/24/16 15:42,11/24/16 19:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,LAFAYETTE STREET,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:42,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 19:00,02 MANHATTAN,MANHATTAN,984750,201979,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7210624,-73.9981962,"(40.72106240295166, -73.99819620411822)"
34859537,11/24/16 13:37,11/24/16 16:03,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,HUBERT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:37,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:03,01 MANHATTAN,MANHATTAN,981937,202074,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72132287,-74.00834439,"(40.721322866775374, -74.00834439237221)"
34859538,11/24/16 15:42,11/24/16 19:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10002,,,,,CANAL STREET,BOWERY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 23:42,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 19:00,03 MANHATTAN,MANHATTAN,985412,200370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71664602,-73.99580826,"(40.716646022670375, -73.99580825613853)"
34859658,11/24/16 13:28,11/24/16 16:03,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST BROADWAY,WATTS STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/16 21:28,This complaint does not fall under the Police Department's jurisdiction.,11/24/16 16:03,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72330759,-74.00297997,"(40.7233075908167, -74.00297997118642)"
